,Property Name,Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Floor Num,Total Floor,Property Age,URL,Furnishing,Covered_Parking,Open_Parking,Total Parking,Rating,Power Backup,Facing,Overlooking,Extra_Rooms,NearbyPlaces
5094,Tata Gurgaon Gateway,Sector 112,3.78,2681,3,4,3,16,24,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2895-sq-ft-spid-D81165359,1,2,0,2,3.6000000000000005,1,North,Club,1,"['Dwarka Sector 21 Metro Station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi Jaipur Highway', 'Dwarka Expy']"
5095,Unitech Escape,Sector 50,3.25,1960,3,4,2,6,19,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-2050-sq-ft-spid-W82694540,1,1,0,1,3.8,1,North,Park,1,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sohna Road', 'Faridabad Gurgaon Road', 'St Xavier High School', 'Gurugram University']"
5096,Parsvnath Green Ville,Sector 48,2.35,1855,3,3,3,5,11,4,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-green-ville-sector-48-gurgaon-1900-sq-ft-spid-C82648214,1,1,0,1,3.8,1,North-East,Park,0,"['Millennium City', 'AMBIENCE MALL', 'NH 248', 'Narayana e-Techno School', 'Gurugram University', 'Park Hospital']"
5097,Emaar Palm Gardens,Sector 83,2.2,1419,3,3,3,12,16,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1720-sq-ft-spid-P81711936,1,1,0,1,4.0,1,North,Club,1,"['Millennium City Centre Gurugram', 'Entertainland Mall', 'NH 48', 'Gurgaon World School', 'DPG Degree College', 'Park Hospital']"
5098,Godrej Oasis,Sector 88,2.32,1900,3,3,4,12,17,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-oasis-sector-88a-gurgaon-2066-sq-ft-spid-X82861350,1,2,0,2,4.0,1,North,Club,1,"['Double Infinity market', 'Pataudi road', 'Dwarka expressway', 'Kidzee', 'RPS International School', 'Aman Hospital']"
5099,Godrej Habitat,Sector 3,1.4,1200,2,2,3,7,17,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-1444-sq-ft-r1-spid-Z80973667,0,0,1,1,3.86,1,North,Club,1,"['Huda City Centre Metro Station', 'Star Mall', 'Dwarka Expressway', 'National Highway 8', 'Gems International School']"
5100,Krisumi Waterfall Residences,Sector 36,2.6,1200,2,2,4,10,34,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-krisumi-waterfall-residences-sector-36a-gurgaon-1448-sq-ft-r1-spid-N79821467,1,2,0,2,3.7,1,North,Club,1,"['Sapphire 83', 'Dwarka Expressway', 'Sector 86 Rd', 'St. Xaviers High School', 'Gurugram University', 'Kathuria Hospital']"
5101,Tashee Capital Gateway,Sector 111,2.5,1691,3,3,2,9,18,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tashee-capital-gateway-sector-111-gurgaon-1874-sq-ft-spid-P83197114,1,1,0,1,3.7,1,North,Club,0,"['Global Foyer Mall', 'Dwarka Expy, Sai Kunj, Block A', 'Royal Oak International School', 'The NorthCap University', 'Euro International School, Sector- 109']"
5102,DLF Regal Gardens,Sector 90,2.15,1683,3,3,4,8,29,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1818-sq-ft-spid-U82892976,1,1,0,1,3.94,1,South,Club,0,"['""SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School""']"
5105,Krisumi Waterfall Residences,Sector 36,2.85,1200,2,2,3,10,34,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-krisumi-waterfall-residences-sector-36a-gurgaon-1479-sq-ft-spid-G80990819,1,1,0,1,3.7,1,North,Club,1,"['Sapphire 83', 'Dwarka Expressway', 'Sector 86 Rd', 'St. Xaviers High School', 'Gurugram University', 'Kathuria Hospital']"
5106,Umang Winter Hills,Sector 77,1.88,1687,3,3,3,17,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1822-sq-ft-spid-M83199066,0,1,0,1,4.0,1,North,Main Road,0,"['Entertainland Mall', 'Delhi Jaipur Expressway', 'Jhankar Senior Secondary School', 'Singhania University, Manesar', 'Miracles Apollo Hospital']"
5107,Godrej Aria,Sector 79,1.7,1373,2,2,4,9,15,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-aria-sector-79-gurgaon-1494-sq-ft-spid-O81166613,1,1,0,1,3.82,1,North,Park,1,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Mount Olympus School, Sec 79', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital']"
5108,Godrej Aria,Sector 79,2.75,2082,3,3,4,14,15,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-aria-sector-79-gurgaon-2289-sq-ft-spid-I81167263,1,2,0,2,3.82,1,West,Park,1,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Mount Olympus School, Sec 79', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital']"
5109,Sare Crescent Parc,Sector 92,1.4,1423,3,3,3,2,4,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sare-crescent-parc-sector-92-gurgaon-1600-sq-ft-spid-J81173751,1,1,0,1,3.7,1,Unknown,Park,1,"['Pataudi Highway', 'GD International School', 'Gurugram University', 'Silver Streak Multi Speciality Hospital', 'Indira Gandhi International Airport']"
5110,Mapsko Mount Ville,Sector 79,2.1,1243,3,3,2,9,30,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1620-sq-ft-spid-F81222943,1,1,0,1,4.1,1,South,Club,1,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Naurangpur Road', 'Delhi - Ajmer Expy', 'Bal Bharati Public School–IMT Manesar']"
5111,Godrej Icon,Sector 88,2.4,1779,3,4,4,7,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-icon-sector-88a-gurgaon-2001-sq-ft-spid-R81170295,1,1,0,1,3.6000000000000005,1,Unknown,Park,1,"['Park Street Mall', 'Pataudi Road', 'RPS International School', 'SGT University', 'Sukhda Hospital', 'Indira Gandhi International Airport']"
5112,Godrej Frontier,Sector 80,2.25,2094,3,4,4,6,18,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-frontier-sector-80-gurgaon-2262-sq-ft-spid-U82862840,2,1,0,1,3.7,1,North,Club,1,"['Sapphire 83', 'NH 48', 'Mount Olympus School', 'Amity University Gurugram, Haryana', 'Fortis Hospital Manesar', 'Indira Gandhi International Airport']"
5113,Godrej Aria,Sector 79,1.47,1300,2,2,3,3,15,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-aria-sector-79-gurgaon-1351-sq-ft-spid-A83120408,1,1,0,1,3.82,1,South,Park,1,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Mount Olympus School, Sec 79', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital']"
5114,Hero Homes,Sector 104,1.85,1325,3,3,3,14,35,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1389-sq-ft-spid-B83029804,1,1,0,1,3.94,1,North,Park,1,"['The Esplanade Mall', 'Dwarka Expressway', 'Gurugram Global Heights School', 'SGT University', 'Medanta Hospital']"
5115,Godrej Oasis,Sector 88,2.1,1615,3,3,3,12,17,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-oasis-sector-88a-gurgaon-1850-sq-ft-r1-spid-N81543225,1,2,0,2,4.0,1,North,Park,1,"['Double Infinity market', 'Pataudi road', 'Dwarka expressway', 'Kidzee', 'RPS International School', 'Aman Hospital']"
5116,Smart World Gems,Sector 89,1.6,1400,3,3,3,3,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-Z82494500,0,1,0,1,3.74,1,North,Main Road,1,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
5117,Bestech Altura,Sector 79,2.42,2000,3,3,2,3,20,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2015-sq-ft-spid-U82503182,1,1,0,1,3.5,1,North,Main Road,1,"['Sapphire 83 Mall', 'NH -8', 'Golf Course Extension Road', 'Mount Olympus Junior School', 'Amity University Gurugram']"
5118,Central Park Flower Valley Aqua Front Towers,Sector 33,2.65,1477,3,3,4,8,14,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-Y82786142,1,1,0,1,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
5119,Shapoorji Pallonji Joyville Gurugram,Sector 102,1.9,1125,2,2,3,10,26,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1215-sq-ft-spid-J83264852,1,1,1,2,3.9,1,North-East,Club,0,"['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Dwarka Expressway', 'Delhi Public School', 'The NorthCap University']"
5120,DLF Regal Gardens,Sector 90,2.0,1463,3,3,4,16,29,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1737-sq-ft-spid-F80939717,1,2,1,3,3.98,1,North,Club,2,"['""SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School""']"
5121,Sidhartha NCR Greens,Sector 95,1.8,2500,4,5,4,9,21,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sidhartha-ncr-greens-sector-95-gurgaon-2700-sq-ft-spid-A81689924,0,1,1,2,4.3,1,North-West,Club,1,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Vijay Petrol Pump']"
5122,Krisumi Waterfall Residences,Sector 36,4.6,2350,3,3,3,9,34,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-krisumi-waterfall-residences-sector-36a-gurgaon-2538-sq-ft-spid-M81530157,0,2,0,2,3.7,1,North,Park,1,"['Sapphire 83', 'Dwarka Expressway', 'Sector 86 Rd', 'St. Xaviers High School', 'Gurugram University', 'Kathuria Hospital']"
5123,Godrej Meridien,Sector 106,4.1,2720,4,4,3,11,34,1,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2720-sq-ft-spid-T81487991,1,2,0,2,3.4,1,North,Park,0,"['Huda metro station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi Ajmer Expressway', 'Euro International School, Sector- 109']"
5124,Tulip Yellow,Sector 69,2.4,1376,3,3,3,10,26,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-r1-spid-I79308801,1,2,0,2,3.88,1,North,Club,0,"['Sector 55-56 Metro Station', 'Airia Mall', 'Badshahpur Sohna Rd Highway', 'KIIT', 'Ananta Hospital', 'Park Hospital']"
5125,DLF Regal Gardens,Sector 90,2.65,1891,4,4,4,12,29,3,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-2225-sq-ft-spid-J82839678,1,1,1,2,4.02,1,North,Club,1,"['""SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School""']"
5126,AIPL The Peaceful Homes,Sector 70,3.85,2083,3,4,3,10,30,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aipl-the-peaceful-homes-sector-70a-gurgaon-2475-sq-ft-r1-spid-U73996897,0,2,0,2,3.8,1,North-West,Club,3,"['Airia Mall', 'Golf Corse Ext. Rd.', ' National Highway-48', 'Indus World School', 'Gurugram University', 'Ananta Hospital']"
5127,Imperia The Esfera,Sector 37,1.27,1262,2,2,2,17,24,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-imperia-the-esfera-sector-37c-gurgaon-1578-sq-ft-r2-spid-J79322009,1,1,0,1,3.9,1,North-West,Club,1,"['Approved Sector 37 Mero Station', 'Esplanade Mall', 'Sector 10 Market', 'Dwarka Expressway', 'Suncity School', 'Xavier’s International']"
5128,Ireo The Corridors,Sector 67,1.9,1290,2,2,2,3,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1296-sq-ft-r13-spid-U51934242,1,1,0,1,3.9,1,South,Lake facing,1,"['Huda Metro Station (Gurugram)', 'Paras Trinity Mall', 'Southern Peripheral Road', 'Lovely Public School', 'KIIT College of Engineering']"
5129,Ireo Uptown,Sector 66,3.3,1870,3,3,3,10,26,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1872-sq-ft-r10-spid-Z62474864,1,1,0,1,4.2,1,South,Club,1,"['Sector 55-56 metro station', 'Hub 66', 'National Highway 248A', 'Shiksha Bharti Public School', 'Gurugram University']"
5130,Ireo Uptown,Sector 66,3.31,1813,3,4,4,8,25,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1815-sq-ft-r14-spid-C43528639,1,1,0,1,4.2,1,South,Club,1,"['Sector 55-56 metro station', 'Hub 66', 'National Highway 248A', 'Shiksha Bharti Public School', 'Gurugram University']"
5131,Pyramid Pride,Sector 76,0.65,609,2,2,1,4,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-pride-sector-76-gurgaon-591-sq-ft-spid-P83049350,0,1,1,2,3.8,0,North,Main Road,0,"['IMT Metro Station', 'Entertainland Mall', 'NH 48', 'Euro International School', 'Gurugram University', 'Aarvy Hospital']"
5132,Pyramid Pride,Sector 76,0.655,618,2,2,1,6,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-pride-sector-76-gurgaon-599-sq-ft-spid-W83049580,0,1,1,2,3.8,1,North,Main Road,0,"['IMT Metro Station', 'Entertainland Mall', 'NH 48', 'Euro International School', 'Gurugram University', 'Aarvy Hospital']"
5133,Suncity Avenue 76,Sector 76,0.853,588,2,2,1,4,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-76-sector-76-gurgaon-634-sq-ft-spid-M82914070,1,1,1,2,3.8,1,North,Main Road,0,"['M3M Corner Walk', 'NH 48', 'Kunskapsskolan International School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport']"
5134,Experion Windchants,Sector 112,4.5,2226,3,3,4,26,28,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-2802-sq-ft-spid-F81533451,1,2,0,2,4.0,1,North,Club,1,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital']"
5135,ATS Kocoon,Sector 109,2.75,1860,3,4,3,10,24,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-kocoon-sector-109-gurgaon-2095-sq-ft-spid-F81161905,1,2,0,2,4.2,1,North,Club,1,"['Jagdish Super Market', 'Dwarka', 'Euro International School', 'Gyaananda School', 'SCR Model School', 'Radha Krishan Mandir']"
5136,ATS Marigold,Sector 89,2.55,1820,3,4,4,11,22,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-marigold-sector-89-a-gurgaon-2150-sq-ft-spid-A81504069,1,1,1,2,3.6000000000000005,1,North-East,Club,1,"['Reliance Trends Newtown Square Mall', 'Dwarka Expressway', 'RPS International School', 'Royal Institute Of Science & Mgmt']"
5137,Suncity Avenue 76,Sector 76,0.85,645,2,2,1,10,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-76-sector-76-gurgaon-745-sq-ft-spid-K83288132,1,1,1,2,3.8,0,Unknown,Park,0,"['M3M Corner Walk', 'NH 48', 'Kunskapsskolan International School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport']"
5138,Suncity Avenue 76,Sector 76,0.88,588,2,2,1,3,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-76-sector-76-gurgaon-634-sq-ft-spid-Z83126794,2,0,1,1,3.8,0,North,Main Road,0,"['M3M Corner Walk', 'NH 48', 'Kunskapsskolan International School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport']"
